Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #0001
Sample Name,2-Butanol
Formula,C4H10O
Molecular Weight (g/mol),74.122
Sample Weight (g),1.9000
Water Temp (deg C),21.00
Room Temp (deg C),22.47
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.019
=====,=====
Time (s), Temperature (C)
0.00,21.00
60.00,21.00
120.00,21.00
180.00,21.00
240.00,21.01
300.00,21.01
315.00,21.05
330.00,21.59
345.00,22.42
360.00,23.29
375.00,24.07
390.00,24.73
405.00,25.28
420.00,25.71
435.00,26.05
450.00,26.31
465.00,26.51
480.00,26.66
540.00,26.98
600.00,27.08
660.00,27.06
720.00,27.06
780.00,27.05
840.00,27.05
900.00,27.04
960.00,27.03
1020.00,27.02
1080.00,27.02
