Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #0001
Sample Name,Fumaric Acid
Formula,C4H4O4
Molecular Weight (g/mol),116.052
Sample Weight (g),1.9000
Water Temp (deg C),21.00
Room Temp (deg C),22.45
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.017
=====,=====
Time (s), Temperature (C)
0.00,21.00
60.00,21.00
120.00,21.00
180.00,21.01
240.00,21.01
300.00,21.01
315.00,21.02
330.00,21.20
345.00,21.47
360.00,21.74
375.00,22.00
390.00,22.21
405.00,22.39
420.00,22.53
435.00,22.64
450.00,22.72
465.00,22.79
480.00,22.84
540.00,22.94
600.00,22.97
660.00,22.97
720.00,22.97
780.00,22.97
840.00,22.97
900.00,22.97
960.00,22.96
1020.00,22.96
1080.00,22.96
